channel_id,channel_name,subscriber_count,creator_tier,total_videos,shorts_count_sample,avg_views,median_views,std_views,max_views,avg_like_rate,avg_duration_sec,pct_vertical,pct_has_music,avg_title_length,avg_hook_count,avg_emoji_count,pct_has_hashtag,viral_video_rate,views_per_subscriber,consistency_score
UCVnG-v6mxUHOB0i5cMUKnng,Tru Cubing,493000,mid,30,30,12737.97,10000.0,8625.71,35000,0.0,0.0,0.0,0.0,95.53,0.2333,0.1667,1.0,0.0,0.0258,0.5962
UCl0MN4CALU7mJ1clo4Ulszg,Prabhat Exam,1200000,macro,30,30,20746.67,5700.0,55269.16,305000,0.0,0.0,0.0,0.0,49.7,0.3333,0.0,0.4333,0.0,0.0173,0.2729
UC90nWwAJLVZ2vm7LqPqXYjg,Prathmesh Cuber,41500,micro,30,30,3935.13,2300.0,5416.96,28000,0.0,0.0,0.0,0.0,90.03,2.1,1.6333,1.0,0.0,0.0948,0.4208
UCW2VnHgHh1V7zV5Ku0IzJfQ,SPORTS TIME,91800,micro,30,30,12006.67,9050.0,12459.13,60000,0.0,0.0,0.0,0.0,67.13,0.3667,0.9333,0.8333,0.0,0.1308,0.4908
UCv8_ooFUhRkhLTd3cOp7KgQ,Aawesh Facts,1370000,macro,30,30,291533.33,37500.0,977718.56,5200000,0.0,0.0,0.0,0.0,32.57,0.1667,1.1333,0.7667,0.0667,0.2128,0.2297
UCmwcRye_XwS_vU5FvZYFsAA,KungFu in Seconds,299000,mid,30,30,2728200.0,177000.0,5434708.1,21000000,0.0,0.0,0.0,0.0,64.6,0.6,2.2,1.0,0.3333,9.1244,0.3342
UC9vNnTzRfAJIdDYacLHFAHQ,CombateditYT,23000,micro,30,30,938.1,912.5,392.73,1700,0.0,0.0,0.0,0.0,76.77,1.9333,0.1,1.0,0.0,0.0408,0.7049
UCJ8HZ5hK8X8TjClqoDtROQA,@Rojgar Talks with Prince,65600,micro,7,7,13511142.86,12000000.0,15817115.06,49000000,0.0,0.0,0.0,0.0,98.43,1.0,2.1429,1.0,0.7143,205.9625,0.4607
UCpz7wQpqj8OdOclAchVKdcQ,Cube With PG,2920,nano,30,30,3158.73,2050.0,4317.13,23000,0.0,0.0,0.0,0.0,98.67,0.9667,0.4667,1.0,0.0,1.0818,0.4225
UC5pr0xIiFUnHIKqL-N_e9lg,MARCOS PHYSICAL ACADEMY,280000,mid,30,30,18496.67,14000.0,20238.83,121000,0.0,0.0,0.0,0.0,76.47,0.2667,1.2333,1.0,0.0,0.0661,0.4775
UC4gXdPrm00ef0b0Fn_9RW9w,Cuber Lucky ,295,nano,30,30,6176.83,2500.0,8437.61,34000,0.0,0.0,0.0,0.0,76.5,2.1333,0.6,1.0,0.0,20.9384,0.4227
UCTlgI-mzZNT20QtbYwP7OeQ,INDCuber,1100,nano,30,30,1622.67,1350.0,1037.89,5700,0.0,0.0,0.0,0.0,64.27,0.1667,0.6333,0.9667,0.0,1.4752,0.6099
UC41U4aAW_yeOgsNPlvgzTEA,Vivek of cube,379,nano,30,30,6083.33,2150.0,8098.48,27000,0.0,0.0,0.0,0.0,47.23,1.5,1.4667,0.9333,0.0,16.051,0.429
UCmSQvFLvcig5l057tbKQfRw,Mindvalley Coach,183000,mid,30,30,1230.77,881.5,933.65,4400,0.0,0.0,0.0,0.0,41.63,0.3333,0.0,0.0333,0.0,0.0067,0.5686
UCzE3a2CAJTGngdOVLVXPkZA,Mikhail Karpol,70400,micro,30,30,35516.67,26500.0,34280.63,176000,0.0,0.0,0.0,0.0,93.23,0.0,2.0,1.0,0.0,0.5045,0.5089
UC-VQ9ouft81tY25ibPqD-gQ,AD Football Training Videos,187000,mid,30,30,155433.33,59500.0,291918.22,1600000,0.0,0.0,0.0,0.0,81.57,0.0,0.0,1.0,0.0333,0.8312,0.3475
UC1xlH2lxd8slXChr474VKGQ,Iam.Seyshud,35,nano,30,30,4060.8,1950.0,6147.84,26000,0.0,0.0,0.0,0.0,71.1,0.3,0.1333,1.0,0.0,116.0229,0.3978
UCdTQpOkmUn1qvrlBsDlMQpA,Fighter,112000,mid,30,30,494366.67,70500.0,1297686.75,5600000,0.0,0.0,0.0,0.0,69.73,0.2333,0.0,1.0,0.1,4.414,0.2759
UCDMSJFPa3CH6YPNG8aTqjdA,Julie Degallaix - Coaching4U,402,nano,30,30,489.77,380.5,330.58,1400,0.0,0.0,0.0,0.0,96.97,0.4333,0.1,1.0,0.0,1.2183,0.597
UCYk7Ywt-7f_Pw8Lc5VNL61g,Jikeo,15300,micro,30,30,25056.67,15000.0,47152.25,252000,0.0,0.0,0.0,0.0,65.03,0.4,0.1333,1.0,0.0,1.6377,0.347
UC8dVW9u_aNeGVl1WQnNh6yg,Matt & Justus,5220000,macro,30,30,2944100.0,2400000.0,2298607.47,9900000,0.0,0.0,0.0,0.0,90.07,0.0,2.3333,1.0,0.7667,0.564,0.5616
UCeUzGTGP4yqmtU7SRT2uqIA,abbas royal 5,253000,mid,30,30,39620.0,15500.0,70487.38,335000,0.0,0.0,0.0,0.0,81.97,1.0333,2.5667,1.0,0.0,0.1566,0.3598
UCwNA5oRi6y6Go5K17LmvhsQ,PriyaMG Shorts,1760000,macro,30,30,919633.33,380000.0,1538269.8,7800000,0.0,0.0,0.0,0.0,39.87,0.1333,0.4,0.0333,0.2333,0.5225,0.3742
UCUUng8xxGwDuK09KaOT4-5A,Thane Rising Cricket Academy,173000,mid,30,30,10000.0,9250.0,5339.73,21000,0.0,0.0,0.0,0.0,52.57,0.1333,0.0667,0.9333,0.0,0.0578,0.6519
UCsNK9s494UBuJD9qElPPpqg,Tom Padel ,1640,nano,30,30,20546.67,6750.0,36258.44,165000,0.0,0.0,0.0,0.0,72.53,0.0667,0.1667,0.9667,0.0,12.5285,0.3617
UCAZb6V_lf6NPGBqWGoZmJJA,Dk badminton,154000,mid,30,30,29143.33,26000.0,14993.19,74000,0.0,0.0,0.0,0.0,37.57,0.1667,0.5,0.7,0.0,0.1892,0.6603
UCPEnMy6z6wI7saOYe3Oh8eQ,Mansa TV,347,nano,27,27,842.93,754.0,624.11,2400,0.0,0.0,0.0,0.0,84.19,0.5926,0.0,0.8889,0.0,2.4292,0.5746
UC3Ke5tmSyv91ceZUR67eORg,Jass Batth ,91000,micro,30,30,25230.0,28500.0,13776.7,63000,0.0,0.0,0.0,0.0,33.27,0.2,0.3,0.2,0.0,0.2773,0.6468
UCP_MAR-m1iBDShrQkjSL6kA,Rittik Baheti(IITIAN),252000,mid,30,30,471966.67,116000.0,1227262.52,6700000,0.0,0.0,0.0,0.0,76.5,0.0667,0.8667,1.0,0.1,1.8729,0.2778
UCvjfgSSCvkcbQnm6ZRVuYLw,WOW 360 NEWS,90100,micro,30,30,18634.1,14500.0,16059.37,69000,0.0,0.0,0.0,0.0,86.5,0.1,1.0,1.0,0.0,0.2068,0.5371
UC9i5fwLq3maKVXAnu10YAuw,Neeru Saini,1020000,macro,30,30,93266.67,19500.0,257300.2,1300000,0.0,0.0,0.0,0.0,81.83,0.2,0.5,0.9667,0.0333,0.0914,0.266
UCBhNf3uDB4pFuww29O_wAJQ,Jezelle Catherine,6340000,macro,30,30,397133.33,151000.0,442721.56,1700000,0.0,0.0,0.0,0.0,32.5,0.0333,0.7,0.9667,0.1667,0.0626,0.4729
UCQPTbtadNWcPYuoS3JqkpYw,Baccha Mat Bolna,10800000,macro,30,30,20128866.67,9850000.0,21790277.16,95000000,0.0,0.0,0.0,0.0,94.87,0.2,0.0,1.0,0.9667,1.8638,0.4802
UCOiRczaqUjuf26_fh03y8wg,Martin Latulippe CSP,47300,micro,30,30,768.27,558.0,551.76,2600,0.0,0.0,0.0,0.0,36.93,0.2333,0.0,0.0,0.0,0.0162,0.582
UCVlgCP80qY1XrXv6tSV7fIg,RPFwala_ShabaMetha,14500,micro,30,30,1604.57,1700.0,670.63,3200,0.0,0.0,0.0,0.0,98.43,1.0333,0.0,1.0,0.0,0.1107,0.7052
UCwik9OZN4ID8a7owdYjWsHQ,SCS ONLINE 82,115000,mid,30,30,13166.67,7600.0,11963.23,48000,0.0,0.0,0.0,0.0,61.77,2.5,0.0333,1.0,0.0,0.1145,0.5239
UChG9cmUWO_ObNTwNQTvTg9Q,5StarAthlete,7650,nano,30,30,3983.53,1550.0,5792.41,23000,0.0,0.0,0.0,0.0,54.7,0.0667,0.0,1.0,0.0,0.5207,0.4075
UCOEJmx9Hzc2E1hGTCy0cZMA,Tumble Doctor,2210000,macro,30,30,50586.67,36000.0,68866.24,331000,0.0,0.0,0.0,0.0,40.97,0.1333,0.8333,0.8333,0.0,0.0229,0.4235
UCmtmeR0LIwe8AL48opTMShg,Girl Sports School,2180000,macro,30,30,29456.67,8900.0,103668.8,586000,0.0,0.0,0.0,0.0,68.43,0.0,0.6,1.0,0.0,0.0135,0.2213
UC8VIQWyugRNhegXQoIxW8Cw,Warmachine,1000000,macro,30,30,263083.33,24500.0,732929.71,3700000,0.0,0.0,0.0,0.0,47.87,0.2,0.0333,1.0,0.1,0.2631,0.2641
UCzuzUhVuNM1HLt9-vYhLFXA,Nico Grupe,276000,mid,30,30,1083.57,960.0,420.67,2600,0.0,0.0,0.0,0.0,46.77,0.1667,0.1,0.0333,0.0,0.0039,0.7203
UCKBmMXWUWPZv3yFCd79kNPw,Dutch Goalkeeper,2240000,macro,30,30,83286.67,21500.0,192222.08,798000,0.0,0.0,0.0,0.0,25.57,0.1667,1.4333,0.1667,0.0,0.0372,0.3023
UC1AfbkrMKdoEpjGhY93Dc4A,Essentiel84,25300,micro,30,30,74923.33,29500.0,127979.16,645000,0.0,0.0,0.0,0.0,98.13,0.4,0.5333,1.0,0.0,2.9614,0.3693
UCEoDY5QBbKAwSIEcE55Wkvg,Yogesh Pilania's ,147000,mid,30,30,17453.33,11000.0,18694.99,87000,0.0,0.0,0.0,0.0,68.6,0.1,0.0,1.0,0.0,0.1187,0.4828
UCQGA9vvYbZNkExdj1jyzZXA,Besttofffoot ,154,nano,30,30,3044.3,1150.0,6536.76,36000,0.0,0.0,0.0,0.0,78.7,0.0667,0.0,0.9667,0.0,19.7682,0.3177
UCOwLr-LOHoCkYVxKYGatImA,Official aspirant richa ,45200,micro,30,30,127873.33,52000.0,254841.34,1400000,0.0,0.0,0.0,0.0,83.33,1.8667,2.0667,1.0,0.0333,2.8291,0.3341
UCZxdnSGJyPQiC2RoqsDDsZA,CHANDPARA DEFENCE ACADEMY,12200,micro,30,30,1066.77,1050.0,505.95,2800,0.0,0.0,0.0,0.0,97.57,0.0333,1.0667,1.0,0.0,0.0874,0.6783
UCVwbN23uVtE_DWnA29DO7Yg,Lucia Mikušová,690000,mid,30,30,548933.33,154500.0,1495079.95,8500000,0.0,0.0,0.0,0.0,87.27,0.3,1.1667,0.9667,0.0667,0.7956,0.2686
UCi6gP1Rm5szLOUPQvrZJdLw,Deborah Fashion Sport,522000,mid,30,30,170000.0,123500.0,159284.86,769000,0.0,0.0,0.0,0.0,91.33,0.1,0.1667,1.0,0.0,0.3257,0.5163
UC3cbD8JQJtHSCKVVN_hu1kA,WASDCommunity,602000,mid,30,30,291500.0,82000.0,429384.42,1700000,0.0,0.0,0.0,0.0,60.0,0.0667,0.7667,1.0,0.0667,0.4842,0.4044
UCthCUysVLWg4zAIVSzOgRRg,Nick Walker,447000,mid,30,30,350733.33,60500.0,1177244.24,6500000,0.0,0.0,0.0,0.0,79.1,0.1,1.3,0.9333,0.0667,0.7846,0.2295
UCR-7PKFgZ0-16jCcIe7nJPA,ANATOLY GYM Shorts 1M,13300,micro,30,30,33590.0,15000.0,49043.64,232000,0.0,0.0,0.0,0.0,44.9,0.0667,0.1667,1.0,0.0,2.5256,0.4065
UCqxMc1B2fYXP0nAwijBpdxA,Rana TheViper ,106000,mid,30,30,2013.33,1750.0,993.07,4700,0.0,0.0,0.0,0.0,64.33,0.5,1.2667,1.0,0.0,0.019,0.6697
UCQ5shRRsgim1S0q6fIWHlEw,UPSC WITH VAISHNAVI,3670,nano,30,30,890.53,1000.0,478.94,2300,0.0,0.0,0.0,0.0,52.5,0.3667,1.3,0.8667,0.0,0.2427,0.6503
UCre4dEAz2aoX6FMckGtc1-Q,Memes_Special,201000,mid,21,21,410642.86,14000.0,1741850.21,8200000,0.0,0.0,0.0,0.0,88.05,1.381,0.7143,1.0,0.0476,2.043,0.1908
UCAexUKLWl81xrsi9WvjEYoA,Stephen Patula,595000,mid,30,30,518800.0,146000.0,798268.27,3700000,0.0,0.0,0.0,0.0,28.2,0.0,0.0667,0.1333,0.2,0.8719,0.3939
UCAmQJ7ZfXDNcCrU_T6PZnaQ,Karate Srijan,136000,mid,30,30,4408.77,3850.0,3172.06,13000,0.0,0.0,0.0,0.0,94.53,2.4667,2.1,1.0,0.0,0.0324,0.5816
UCkmfNp1ST7pxE8fhsMRPyQQ,Spiralis,1940,nano,30,30,2004.63,767.0,5089.85,25000,0.0,0.0,0.0,0.0,94.0,0.0333,0.5667,0.9667,0.0,1.0333,0.2826
UCETljBN70K3yXkpi50B1z5Q,Afsaleeyy ,172000,mid,30,30,899966.67,287000.0,1459900.9,5300000,0.0,0.0,0.0,0.0,84.33,0.7333,1.2333,1.0,0.2,5.2324,0.3814
UCuJJbG4uoBlf8OiOhoWCNOQ,Rajiv fauji,583000,mid,30,30,16180.0,6800.0,36936.08,212000,0.0,0.0,0.0,0.0,62.77,1.0,0.4,0.9667,0.0,0.0278,0.3046
UCRWVh0Dv3r1UW4Z3i1nqkMQ,Yashuu World,12800000,macro,30,30,2225666.67,1050000.0,2575167.87,12000000,0.0,0.0,0.0,0.0,84.1,0.0333,3.0333,1.0,0.5333,0.1739,0.4636
UCt3rz2NOIXEpp5NZPG0VJSQ,FNG ACADEMY,287000,mid,21,21,519033.33,129000.0,1572503.11,7500000,0.0,0.0,0.0,0.0,42.05,0.1429,0.3333,1.0,0.0476,1.8085,0.2482
UCuYChNd1RzVLPn6LBmZXINg,V-Karate Academy,2490000,macro,30,30,560233.33,201500.0,1616927.7,9100000,0.0,0.0,0.0,0.0,98.1,1.6,0.1,1.0,0.1,0.225,0.2573
UCIR_Vwh2TcSzmjFrnPEZuwQ,Zero-error-force,252000,mid,30,30,26866.67,9050.0,75279.47,427000,0.0,0.0,0.0,0.0,86.2,1.5333,2.4667,1.0,0.0,0.1066,0.263
UCvoyKsLjBXNPGCAeBcBzDIA,Peter Cao,26300,micro,30,30,894900.0,199500.0,1384956.45,4800000,0.0,0.0,0.0,0.0,59.5,0.1333,1.4,0.9333,0.3,34.0266,0.3925
UCcB29smWpqaQjTT_wMTKAqw,Alfaj Lucky,861000,mid,30,30,28323.33,20000.0,34482.39,171000,0.0,0.0,0.0,0.0,70.1,0.7,0.0667,1.0,0.0,0.0329,0.451
UCJuNCvWdTm3up3Y-AmZ_idg,Grossplus,694000,mid,30,30,501376.67,25000.0,2148528.79,12000000,0.0,0.0,0.0,0.0,24.8,0.0,0.0,1.0,0.0333,0.7224,0.1892
UCoFzyFobS_q4oUeyOAu1FDA,KARATE SOUMITRA ,8190,nano,30,30,7326.67,6550.0,4789.64,19000,0.0,0.0,0.0,0.0,57.87,2.0,0.8667,1.0,0.0,0.8946,0.6047
UConqBPnCl9cZycpgtQ9Iddg,FactsMail 2.0,534000,mid,30,30,3580800.0,123500.0,7898165.52,40000000,0.0,0.0,0.0,0.0,57.53,0.2667,0.0,1.0,0.3667,6.7056,0.3119
UC3iaLGLRFNo_-WukKAOBPwQ,UnJourQuiRit,65,nano,30,30,2261.43,1150.0,3226.52,17000,0.0,0.0,0.0,0.0,55.6,0.2333,0.0,1.0,0.0,34.7912,0.4121
UCBZiUCJhHuHiqk0v7jYVXZQ,Punjab Da Ishq,107000,mid,30,30,3486.67,2300.0,2470.19,12000,0.0,0.0,0.0,0.0,45.67,0.0,0.2,1.0,0.0,0.0326,0.5853
UCHx22hT8htSFHmRByp--pTA,Volleyball Heat,31300,micro,30,30,10637.33,7500.0,10731.93,58000,0.0,0.0,0.0,0.0,90.2,0.2,0.9333,0.7,0.0,0.3399,0.4978
UClkWqlTYPhO7CNqW7D0GktA,Jacket Nation Sports,2510,nano,30,30,757.4,722.0,719.4,4100,0.0,0.0,0.0,0.0,58.37,0.0667,0.0,1.0,0.0,0.3018,0.5129
UCaeyiF2LRdUMDQ-MiDVXviA,BritishRacingSchool,3110,nano,30,30,18456.2,942.0,93323.42,521000,0.0,0.0,0.0,0.0,41.7,0.0667,0.0,0.9333,0.0,5.9345,0.1651
UCuGWUE_oKIvc1qMySG3OAbQ,My Trainer Omkar,28500,micro,30,30,10191.1,9350.0,5288.34,31000,0.0,0.0,0.0,0.0,59.3,2.0,0.0,0.8667,0.0,0.3576,0.6584
UC38e3m0ZqOhI0SIzEZVJpSA,CRAZY REAL STUNTS,7770,nano,30,30,24201.3,2800.0,102038.84,572000,0.0,0.0,0.0,0.0,81.2,0.2667,0.0,0.8,0.0,3.1147,0.1917
UC3rtSVJgXrn_VqmLx0SyPUg,HULK THE PITBULL,4160,nano,30,30,4934.8,2950.0,7372.33,37000,0.0,0.0,0.0,0.0,76.1,1.6667,0.4333,1.0,0.0,1.1862,0.401
UCnqP9_czU__SBDo-o0u-f4Q,L'Astro avec Eugény & Julien,1270,nano,30,30,799.27,582.0,876.32,5100,0.0,0.0,0.0,0.0,50.1,0.0333,0.6667,0.0,0.0,0.6293,0.477
UC2wjGck6twTPd6aRJ7SMhow,lealaw,5500,nano,30,30,1107.07,1000.0,522.54,2500,0.0,0.0,0.0,0.0,21.3,0.0333,0.0,0.0,0.0,0.2013,0.6793
UCItkJekgfHhxet8rFCTyL2Q,Gnax Editz ,225000,mid,30,30,23683.33,25000.0,10045.1,48000,0.0,0.0,0.0,0.0,67.67,0.0333,1.6667,1.0,0.0,0.1053,0.7022
UCnzFWN5WSHRD1zY4kC2QZWQ,Rubik's Cube Master,258,nano,30,30,1556.0,1300.0,861.76,4300,0.0,0.0,0.0,0.0,59.8,0.4,0.0,0.4667,0.0,6.031,0.6436
UCNWeDW0W0lahvzY93ZL3ZLA,A Record_Cube,127000,mid,30,30,22526.67,10200.0,56893.47,325000,0.0,0.0,0.0,0.0,80.9,1.0667,0.6333,1.0,0.0,0.1774,0.2836
UCNH9KPmfyB9luhLm64BC7RQ,ROYAL CUBERS,931,nano,30,30,6478.5,2300.0,8661.54,33000,0.0,0.0,0.0,0.0,63.97,0.4667,0.8333,0.4667,0.0,6.9586,0.4279
UCIw-LsDAS5aqBznt6KlyVHw,HuhuHR,224,nano,30,30,3047.67,1850.0,4153.54,23000,0.0,0.0,0.0,0.0,58.3,0.0667,0.1333,0.8333,0.0,13.6057,0.4232
UCMSqNCpXNEl-Y-HYA78qbtw,@Mg_ cube,251,nano,30,30,1055.3,1000.0,339.55,2100,0.0,0.0,0.0,0.0,65.6,1.3,0.6667,0.8667,0.0,4.2044,0.7566
UCxuSONwVWBDUC21mkHR8iZA,NCN Cubing,35,nano,5,5,1572.8,1100.0,1403.34,4000,0.0,0.0,0.0,0.0,68.2,2.0,1.8,1.0,0.0,44.9371,0.5285
UCk7QYY8_ytWZUcl-FazvRSw,Cube Master 640,247,nano,30,30,1027.33,1250.0,811.73,3000,0.0,0.0,0.0,0.0,71.3,0.2667,1.5667,0.9667,0.0,4.1592,0.5586
UCSvANyWCm8h5Iv7bGWd-95Q,FACT_ALL_FK,24500,micro,30,30,3613.63,207.5,7862.08,28000,0.0,0.0,0.0,0.0,41.47,0.5,0.7333,0.8333,0.0,0.1475,0.3149
UCGCTNwkdyVIA-mKqPd6aTUA,BADSHAH CUBER ,9360,nano,30,30,82136.67,5550.0,358516.51,2000000,0.0,0.0,0.0,0.0,54.53,0.9333,1.4333,1.0,0.0333,8.7753,0.1864
UC2nYDIKFKj3ROKoIOkgSM8w,CUBER BOY JASHAN ,202,nano,30,30,5205.93,2950.0,6774.92,32000,0.0,0.0,0.0,0.0,74.0,0.7333,1.1,0.9667,0.0,25.7719,0.4345
UCjxsJm2zWOpF_FRYnJbY5VQ,Flashcuber,33700,micro,30,30,14772.9,8650.0,13015.37,52000,0.0,0.0,0.0,0.0,56.83,1.6667,1.5,1.0,0.0,0.4384,0.5316
UCCHY9JCsDc5OeWLMUUtMjUg,CUBES KING,17,nano,4,4,975.75,1000.0,671.13,1900,0.0,0.0,0.0,0.0,80.25,3.0,1.75,1.0,0.0,57.3971,0.5925
UC32ZgBQ5Gwat5IK2oRSrjvQ,Cubing with pranav,83,nano,16,16,3948.44,1750.0,5960.41,25000,0.0,0.0,0.0,0.0,41.62,0.1875,0.0,0.9375,0.0,47.5716,0.3985
UCXDbiaPTtfO8P6u46WTGshw,The thieves cuba's,1930,nano,30,30,2861.77,1600.0,3327.91,16000,0.0,0.0,0.0,0.0,78.47,3.6333,1.6333,1.0,0.0,1.4828,0.4623
UCDSG1S7lPzp399tzetJ_FuQ,Rubik Priyam ,8820,nano,30,30,2453.3,1095.0,5390.08,30000,0.0,0.0,0.0,0.0,73.1,0.5667,1.0,0.9333,0.0,0.2782,0.3128
UCDWUcyrQpc-CopR23fM9g9g,Respect_puesh,9500,nano,30,30,1474.73,649.5,4588.2,26000,0.0,0.0,0.0,0.0,41.93,0.3667,1.6,0.3667,0.0,0.1552,0.2432
UCVEQHY8vKC1FVieL1HINk4g,Cube Ni Kim,49,nano,30,30,600.8,634.0,349.97,1600,0.0,0.0,0.0,0.0,91.5,0.2667,0.7,1.0,0.0,12.2612,0.6319
UCamz5yyKs4naf290b9uCo6Q,Grant Hypercuber,970,nano,7,7,1422.29,1500.0,954.72,2900,0.0,0.0,0.0,0.0,53.14,0.0,0.0,1.0,0.0,1.4663,0.5984
UCb728cgQMYzI4MOrKYO0hAA,Ritesh Maurya Cubing ,49000,micro,30,30,201886.67,31000.0,928354.08,5200000,0.0,0.0,0.0,0.0,48.77,1.2333,0.4667,1.0,0.0333,4.1201,0.1786
UCNN73meIT2nt3kLjLUkdFuw,Cube World,170,nano,30,30,4741.4,1200.0,8661.48,34000,0.0,0.0,0.0,0.0,96.8,1.0,0.0667,1.0,0.0,27.8906,0.3538
UCk_uyBNiiAX-tW4EIRZwQ4A,Fun with stress crusher,1350,nano,30,30,13233.7,6750.0,13354.14,33000,0.0,0.0,0.0,0.0,97.57,3.2,0.6667,1.0,0.0,9.8027,0.4977
UCGxwa4_wLINxPv4cBn_IdRw, GANCUBERS,24100,micro,30,30,7153.23,2200.0,11224.51,39000,0.0,0.0,0.0,0.0,81.0,0.0,0.0,1.0,0.0,0.2968,0.3892
UCKEjsw8IyGwbGFqd3uV9KRg,Ghast SpeedCuber,110,nano,30,30,992.6,940.0,321.77,2000,0.0,0.0,0.0,0.0,71.27,1.0,0.0,1.0,0.0,9.0236,0.7552
UCcwjfhJ7uHcytGwnDkiPpqw,Cubify,63,nano,2,2,1376.0,1376.0,424.0,1800,0.0,0.0,0.0,0.0,69.5,0.0,1.5,1.0,0.0,21.8413,0.7644
UCDBEb9ODDQQlDlODz1MRV1g,SHOW SHORTS,1200,nano,30,30,22377.3,24500.0,8946.95,33000,0.0,0.0,0.0,0.0,59.1,0.0,0.8,1.0,0.0,18.6477,0.7144
